response,result_financeiro,result_acumulado
0,-399,116541
0,-399,116142
0,-399,115743
0,-399,115344
0,-399,114945
0,-399,114546
0,-399,114147
0,-399,113748
0,-399,113349
0,-399,112950
1,5864,118814
0,-399,118415
0,-399,118016
0,-399,117617
0,-399,117218
1,5864,123082
0,-399,122683
0,-399,122284
0,-399,121885
0,-399,121486
0,-399,121087
0,-399,120688
0,-399,120289
0,-399,119890
0,-399,119491
0,-399,119092
0,-399,118693
0,-399,118294
0,-399,117895
0,-399,117496
0,-399,117097
0,-399,116698
1,5864,122562
0,-399,122163
0,-399,121764
0,-399,121365
0,-399,120966
0,-399,120567
1,5864,126431
0,-399,126032
0,-399,125633
0,-399,125234
0,-399,124835
0,-399,124436
0,-399,124037
0,-399,123638
0,-399,123239
0,-399,122840
0,-399,122441
0,-399,122042
0,-399,121643
0,-399,121244
0,-399,120845
0,-399,120446
0,-399,120047
0,-399,119648
0,-399,119249
0,-399,118850
0,-399,118451
0,-399,118052
0,-399,117653
0,-399,117254
0,-399,116855
0,-399,116456
0,-399,116057
0,-399,115658
0,-399,115259
0,-399,114860
0,-399,114461
0,-399,114062
0,-399,113663
0,-399,113264
0,-399,112865
0,-399,112466
0,-399,112067
0,-399,111668
0,-399,111269
0,-399,110870
0,-399,110471
0,-399,110072
0,-399,109673
0,-399,109274
0,-399,108875
0,-399,108476
0,-399,108077
0,-399,107678
0,-399,107279
0,-399,106880
0,-399,106481
0,-399,106082
0,-399,105683
0,-399,105284
0,-399,104885
0,-399,104486
0,-399,104087
0,-399,103688
0,-399,103289
0,-399,102890
0,-399,102491
0,-399,102092
0,-399,101693
0,-399,101294
0,-399,100895
0,-399,100496
1,5864,106360
0,-399,105961
0,-399,105562
0,-399,105163
0,-399,104764
0,-399,104365
0,-399,103966
0,-399,103567
1,5864,109431
0,-399,109032
1,5864,114896
0,-399,114497
0,-399,114098
0,-399,113699
0,-399,113300
0,-399,112901
0,-399,112502
0,-399,112103
1,5864,117967
0,-399,117568
0,-399,117169
0,-399,116770
1,5864,122634
0,-399,122235
0,-399,121836
0,-399,121437
0,-399,121038
0,-399,120639
1,5864,126503
0,-399,126104
0,-399,125705
0,-399,125306
0,-399,124907
0,-399,124508
0,-399,124109
0,-399,123710
0,-399,123311
0,-399,122912
0,-399,122513
0,-399,122114
0,-399,121715
0,-399,121316
0,-399,120917
0,-399,120518
0,-399,120119
0,-399,119720
0,-399,119321
0,-399,118922
1,5864,124786
0,-399,124387
0,-399,123988
0,-399,123589
0,-399,123190
0,-399,122791
0,-399,122392
0,-399,121993
0,-399,121594
0,-399,121195
0,-399,120796
0,-399,120397
0,-399,119998
0,-399,119599
0,-399,119200
0,-399,118801
0,-399,118402
0,-399,118003
0,-399,117604
1,5864,123468
0,-399,123069
0,-399,122670
0,-399,122271
0,-399,121872
0,-399,121473
0,-399,121074
0,-399,120675
0,-399,120276
0,-399,119877
0,-399,119478
0,-399,119079
0,-399,118680
1,5864,124544
0,-399,124145
0,-399,123746
0,-399,123347
0,-399,122948
0,-399,122549
0,-399,122150
0,-399,121751
1,5864,127615
0,-399,127216
0,-399,126817
0,-399,126418
0,-399,126019
1,5864,131883
0,-399,131484
0,-399,131085
0,-399,130686
0,-399,130287
0,-399,129888
0,-399,129489
0,-399,129090
0,-399,128691
0,-399,128292
0,-399,127893
0,-399,127494
0,-399,127095
0,-399,126696
0,-399,126297
0,-399,125898
0,-399,125499
0,-399,125100
0,-399,124701
1,5864,130565
0,-399,130166
0,-399,129767
0,-399,129368
0,-399,128969
0,-399,128570
0,-399,128171
0,-399,127772
0,-399,127373
0,-399,126974
0,-399,126575
1,5864,132439
0,-399,132040
0,-399,131641
0,-399,131242
0,-399,130843
0,-399,130444
0,-399,130045
0,-399,129646
0,-399,129247
0,-399,128848
0,-399,128449
0,-399,128050
0,-399,127651
1,5864,133515
0,-399,133116
0,-399,132717
0,-399,132318
0,-399,131919
0,-399,131520
1,5864,137384
1,5864,143248
0,-399,142849
0,-399,142450
0,-399,142051
0,-399,141652
0,-399,141253
1,5864,147117
0,-399,146718
0,-399,146319
0,-399,145920
0,-399,145521
0,-399,145122
0,-399,144723
1,5864,150587
0,-399,150188
0,-399,149789
1,5864,155653
0,-399,155254
0,-399,154855
0,-399,154456
0,-399,154057
0,-399,153658
0,-399,153259
0,-399,152860
0,-399,152461
0,-399,152062
0,-399,151663
0,-399,151264
0,-399,150865
1,5864,156729
0,-399,156330
0,-399,155931
0,-399,155532
1,5864,161396
0,-399,160997
0,-399,160598
0,-399,160199
0,-399,159800
0,-399,159401
0,-399,159002
0,-399,158603
0,-399,158204
0,-399,157805
0,-399,157406
0,-399,157007
0,-399,156608
0,-399,156209
1,5864,162073
0,-399,161674
0,-399,161275
0,-399,160876
0,-399,160477
0,-399,160078
0,-399,159679
0,-399,159280
0,-399,158881
0,-399,158482
0,-399,158083
0,-399,157684
0,-399,157285
1,5864,163149
0,-399,162750
1,5864,168614
0,-399,168215
0,-399,167816
0,-399,167417
0,-399,167018
1,5864,172882
0,-399,172483
1,5864,178347
0,-399,177948
1,5864,183812
0,-399,183413
1,5864,189277
0,-399,188878
1,5864,194742
0,-399,194343
0,-399,193944
1,5864,199808
0,-399,199409
0,-399,199010
0,-399,198611
1,5864,204475
0,-399,204076
0,-399,203677
0,-399,203278
0,-399,202879
0,-399,202480
0,-399,202081
0,-399,201682
0,-399,201283
0,-399,200884
0,-399,200485
0,-399,200086
1,5864,205950
1,5864,211814
0,-399,211415
0,-399,211016
0,-399,210617
0,-399,210218
0,-399,209819
0,-399,209420
0,-399,209021
0,-399,208622
0,-399,208223
1,5864,214087
0,-399,213688
0,-399,213289
0,-399,212890
0,-399,212491
0,-399,212092
1,5864,217956
0,-399,217557
0,-399,217158
0,-399,216759
0,-399,216360
0,-399,215961
0,-399,215562
0,-399,215163
1,5864,221027
0,-399,220628
0,-399,220229
0,-399,219830
0,-399,219431
0,-399,219032
0,-399,218633
0,-399,218234
0,-399,217835
0,-399,217436
0,-399,217037
1,5864,222901
0,-399,222502
0,-399,222103
0,-399,221704
0,-399,221305
0,-399,220906
0,-399,220507
0,-399,220108
0,-399,219709
1,5864,225573
0,-399,225174
0,-399,224775
0,-399,224376
0,-399,223977
0,-399,223578
0,-399,223179
0,-399,222780
0,-399,222381
0,-399,221982
0,-399,221583
0,-399,221184
1,5864,227048
0,-399,226649
0,-399,226250
0,-399,225851
1,5864,231715
0,-399,231316
1,5864,237180
0,-399,236781
0,-399,236382
0,-399,235983
0,-399,235584
0,-399,235185
0,-399,234786
1,5864,240650
0,-399,240251
0,-399,239852
0,-399,239453
0,-399,239054
1,5864,244918
0,-399,244519
0,-399,244120
0,-399,243721
0,-399,243322
0,-399,242923
1,5864,248787
1,5864,254651
0,-399,254252
1,5864,260116
1,5864,265980
0,-399,265581
0,-399,265182
0,-399,264783
0,-399,264384
0,-399,263985
1,5864,269849
1,5864,275713
0,-399,275314
0,-399,274915
0,-399,274516
1,5864,280380
1,5864,286244
0,-399,285845
0,-399,285446
0,-399,285047
0,-399,284648
0,-399,284249
1,5864,290113
0,-399,289714
0,-399,289315
0,-399,288916
0,-399,288517
0,-399,288118
0,-399,287719
0,-399,287320
0,-399,286921
0,-399,286522
0,-399,286123
0,-399,285724
0,-399,285325
0,-399,284926
0,-399,284527
0,-399,284128
0,-399,283729
0,-399,283330
0,-399,282931
0,-399,282532
0,-399,282133
1,5864,287997
0,-399,287598
0,-399,287199
0,-399,286800
0,-399,286401
1,5864,292265
0,-399,291866
0,-399,291467
0,-399,291068
0,-399,290669
0,-399,290270
0,-399,289871
0,-399,289472
0,-399,289073
0,-399,288674
0,-399,288275
0,-399,287876
0,-399,287477
0,-399,287078
0,-399,286679
0,-399,286280
0,-399,285881
0,-399,285482
0,-399,285083
0,-399,284684
0,-399,284285
1,5864,290149
0,-399,289750
0,-399,289351
0,-399,288952
1,5864,294816
0,-399,294417
0,-399,294018
0,-399,293619
0,-399,293220
0,-399,292821
0,-399,292422
0,-399,292023
0,-399,291624
0,-399,291225
1,5864,297089
1,5864,302953
1,5864,308817
0,-399,308418
0,-399,308019
0,-399,307620
0,-399,307221
0,-399,306822
0,-399,306423
0,-399,306024
0,-399,305625
0,-399,305226
1,5864,311090
1,5864,316954
0,-399,316555
0,-399,316156
0,-399,315757
0,-399,315358
0,-399,314959
0,-399,314560
0,-399,314161
0,-399,313762
0,-399,313363
0,-399,312964
0,-399,312565
0,-399,312166
0,-399,311767
0,-399,311368
1,5864,317232
0,-399,316833
0,-399,316434
1,5864,322298
1,5864,328162
0,-399,327763
0,-399,327364
0,-399,326965
0,-399,326566
0,-399,326167
0,-399,325768
0,-399,325369
0,-399,324970
0,-399,324571
0,-399,324172
0,-399,323773
1,5864,329637
1,5864,335501
1,5864,341365
0,-399,340966
1,5864,346830
0,-399,346431
1,5864,352295
0,-399,351896
0,-399,351497
0,-399,351098
0,-399,350699
1,5864,356563
0,-399,356164
0,-399,355765
0,-399,355366
0,-399,354967
0,-399,354568
0,-399,354169
0,-399,353770
0,-399,353371
0,-399,352972
0,-399,352573
0,-399,352174
0,-399,351775
0,-399,351376
0,-399,350977
1,5864,356841
1,5864,362705
0,-399,362306
0,-399,361907
0,-399,361508
0,-399,361109
0,-399,360710
0,-399,360311
0,-399,359912
0,-399,359513
1,5864,365377
0,-399,364978
0,-399,364579
1,5864,370443
1,5864,376307
0,-399,375908
1,5864,381772
0,-399,381373
0,-399,380974
0,-399,380575
0,-399,380176
0,-399,379777
0,-399,379378
0,-399,378979
0,-399,378580
0,-399,378181
0,-399,377782
0,-399,377383
1,5864,383247
1,5864,389111
0,-399,388712
0,-399,388313
1,5864,394177
1,5864,400041
0,-399,399642
0,-399,399243
0,-399,398844
0,-399,398445
0,-399,398046
0,-399,397647
0,-399,397248
0,-399,396849
0,-399,396450
0,-399,396051
0,-399,395652
0,-399,395253
0,-399,394854
0,-399,394455
0,-399,394056
0,-399,393657
0,-399,393258
0,-399,392859
0,-399,392460
0,-399,392061
0,-399,391662
0,-399,391263
0,-399,390864
0,-399,390465
0,-399,390066
0,-399,389667
0,-399,389268
0,-399,388869
0,-399,388470
0,-399,388071
0,-399,387672
0,-399,387273
0,-399,386874
0,-399,386475
0,-399,386076
1,5864,391940
1,5864,397804
0,-399,397405
0,-399,397006
0,-399,396607
0,-399,396208
0,-399,395809
0,-399,395410
0,-399,395011
0,-399,394612
0,-399,394213
0,-399,393814
0,-399,393415
0,-399,393016
0,-399,392617
0,-399,392218
1,5864,398082
0,-399,397683
1,5864,403547
1,5864,409411
0,-399,409012
0,-399,408613
0,-399,408214
0,-399,407815
0,-399,407416
0,-399,407017
0,-399,406618
0,-399,406219
0,-399,405820
0,-399,405421
0,-399,405022
0,-399,404623
0,-399,404224
0,-399,403825
0,-399,403426
0,-399,403027
1,5864,408891
0,-399,408492
0,-399,408093
0,-399,407694
0,-399,407295
0,-399,406896
0,-399,406497
0,-399,406098
0,-399,405699
0,-399,405300
0,-399,404901
0,-399,404502
0,-399,404103
0,-399,403704
0,-399,403305
0,-399,402906
0,-399,402507
0,-399,402108
0,-399,401709
0,-399,401310
1,5864,407174
0,-399,406775
0,-399,406376
0,-399,405977
0,-399,405578
0,-399,405179
0,-399,404780
0,-399,404381
0,-399,403982
0,-399,403583
0,-399,403184
0,-399,402785
0,-399,402386
0,-399,401987
0,-399,401588
1,5864,407452
0,-399,407053
0,-399,406654
0,-399,406255
0,-399,405856
0,-399,405457
0,-399,405058
0,-399,404659
0,-399,404260
0,-399,403861
0,-399,403462
0,-399,403063
0,-399,402664
0,-399,402265
0,-399,401866
0,-399,401467
0,-399,401068
0,-399,400669
0,-399,400270
0,-399,399871
0,-399,399472
0,-399,399073
0,-399,398674
0,-399,398275
0,-399,397876
0,-399,397477
0,-399,397078
1,5864,402942
0,-399,402543
0,-399,402144
0,-399,401745
0,-399,401346
0,-399,400947
0,-399,400548
0,-399,400149
0,-399,399750
0,-399,399351
0,-399,398952
0,-399,398553
0,-399,398154
0,-399,397755
0,-399,397356
0,-399,396957
0,-399,396558
0,-399,396159
0,-399,395760
0,-399,395361
0,-399,394962
0,-399,394563
0,-399,394164
1,5864,400028
0,-399,399629
0,-399,399230
0,-399,398831
0,-399,398432
0,-399,398033
0,-399,397634
0,-399,397235
0,-399,396836
1,5864,402700
0,-399,402301
0,-399,401902
0,-399,401503
0,-399,401104
0,-399,400705
0,-399,400306
0,-399,399907
0,-399,399508
0,-399,399109
0,-399,398710
0,-399,398311
1,5864,404175
0,-399,403776
0,-399,403377
0,-399,402978
1,5864,408842
0,-399,408443
0,-399,408044
0,-399,407645
0,-399,407246
0,-399,406847
0,-399,406448
0,-399,406049
1,5864,411913
0,-399,411514
0,-399,411115
0,-399,410716
0,-399,410317
0,-399,409918
1,5864,415782
0,-399,415383
0,-399,414984
0,-399,414585
1,5864,420449
0,-399,420050
0,-399,419651
0,-399,419252
0,-399,418853
0,-399,418454
0,-399,418055
0,-399,417656
0,-399,417257
0,-399,416858
0,-399,416459
0,-399,416060
0,-399,415661
0,-399,415262
1,5864,421126
1,5864,426990
0,-399,426591
1,5864,432455
1,5864,438319
0,-399,437920
0,-399,437521
1,5864,443385
0,-399,442986
0,-399,442587
0,-399,442188
0,-399,441789
1,5864,447653
0,-399,447254
0,-399,446855
1,5864,452719
0,-399,452320
0,-399,451921
0,-399,451522
0,-399,451123
0,-399,450724
0,-399,450325
0,-399,449926
0,-399,449527
0,-399,449128
0,-399,448729
0,-399,448330
0,-399,447931
0,-399,447532
0,-399,447133
0,-399,446734
1,5864,452598
0,-399,452199
0,-399,451800
0,-399,451401
0,-399,451002
0,-399,450603
0,-399,450204
1,5864,456068
0,-399,455669
0,-399,455270
0,-399,454871
1,5864,460735
0,-399,460336
0,-399,459937
0,-399,459538
0,-399,459139
0,-399,458740
0,-399,458341
0,-399,457942
0,-399,457543
0,-399,457144
0,-399,456745
0,-399,456346
0,-399,455947
0,-399,455548
0,-399,455149
0,-399,454750
0,-399,454351
0,-399,453952
0,-399,453553
0,-399,453154
0,-399,452755
0,-399,452356
0,-399,451957
0,-399,451558
0,-399,451159
0,-399,450760
0,-399,450361
0,-399,449962
0,-399,449563
0,-399,449164
0,-399,448765
0,-399,448366
0,-399,447967
1,5864,453831
0,-399,453432
0,-399,453033
0,-399,452634
0,-399,452235
0,-399,451836
0,-399,451437
0,-399,451038
0,-399,450639
1,5864,456503
0,-399,456104
0,-399,455705
0,-399,455306
0,-399,454907
0,-399,454508
0,-399,454109
0,-399,453710
0,-399,453311
0,-399,452912
0,-399,452513
0,-399,452114
0,-399,451715
0,-399,451316
0,-399,450917
0,-399,450518
0,-399,450119
1,5864,455983
0,-399,455584
0,-399,455185
1,5864,461049
0,-399,460650
1,5864,466514
0,-399,466115
0,-399,465716
0,-399,465317
0,-399,464918
0,-399,464519
0,-399,464120
0,-399,463721
0,-399,463322
1,5864,469186
0,-399,468787
0,-399,468388
0,-399,467989
1,5864,473853
0,-399,473454
0,-399,473055
0,-399,472656
0,-399,472257
1,5864,478121
0,-399,477722
0,-399,477323
0,-399,476924
0,-399,476525
0,-399,476126
0,-399,475727
0,-399,475328
0,-399,474929
0,-399,474530
0,-399,474131
0,-399,473732
0,-399,473333
0,-399,472934
0,-399,472535
0,-399,472136
1,5864,478000
0,-399,477601
0,-399,477202
0,-399,476803
0,-399,476404
0,-399,476005
1,5864,481869
0,-399,481470
1,5864,487334
1,5864,493198
0,-399,492799
0,-399,492400
0,-399,492001
0,-399,491602
0,-399,491203
0,-399,490804
0,-399,490405
0,-399,490006
0,-399,489607
0,-399,489208
0,-399,488809
0,-399,488410
0,-399,488011
1,5864,493875
1,5864,499739
0,-399,499340
0,-399,498941
1,5864,504805
0,-399,504406
1,5864,510270
0,-399,509871
0,-399,509472
1,5864,515336
0,-399,514937
0,-399,514538
1,5864,520402
0,-399,520003
0,-399,519604
0,-399,519205
0,-399,518806
0,-399,518407
0,-399,518008
0,-399,517609
0,-399,517210
0,-399,516811
0,-399,516412
0,-399,516013
0,-399,515614
0,-399,515215
0,-399,514816
0,-399,514417
0,-399,514018
1,5864,519882
0,-399,519483
0,-399,519084
1,5864,524948
0,-399,524549
0,-399,524150
0,-399,523751
0,-399,523352
0,-399,522953
0,-399,522554
0,-399,522155
0,-399,521756
0,-399,521357
0,-399,520958
0,-399,520559
0,-399,520160
0,-399,519761
0,-399,519362
0,-399,518963
0,-399,518564
0,-399,518165
0,-399,517766
0,-399,517367
0,-399,516968
0,-399,516569
1,5864,522433
0,-399,522034
0,-399,521635
0,-399,521236
0,-399,520837
1,5864,526701
0,-399,526302
0,-399,525903
0,-399,525504
0,-399,525105
1,5864,530969
0,-399,530570
1,5864,536434
0,-399,536035
0,-399,535636
0,-399,535237
0,-399,534838
0,-399,534439
0,-399,534040
0,-399,533641
0,-399,533242
0,-399,532843
0,-399,532444
0,-399,532045
0,-399,531646
0,-399,531247
0,-399,530848
0,-399,530449
0,-399,530050
0,-399,529651
0,-399,529252
0,-399,528853
0,-399,528454
0,-399,528055
0,-399,527656
0,-399,527257
0,-399,526858
0,-399,526459
0,-399,526060
0,-399,525661
0,-399,525262
0,-399,524863
0,-399,524464
0,-399,524065
1,5864,529929
0,-399,529530
0,-399,529131
0,-399,528732
0,-399,528333
1,5864,534197
0,-399,533798
0,-399,533399
0,-399,533000
0,-399,532601
0,-399,532202
0,-399,531803
0,-399,531404
0,-399,531005
0,-399,530606
0,-399,530207
0,-399,529808
0,-399,529409
0,-399,529010
0,-399,528611
0,-399,528212
0,-399,527813
0,-399,527414
0,-399,527015
0,-399,526616
0,-399,526217
0,-399,525818
1,5864,531682
0,-399,531283
0,-399,530884
0,-399,530485
0,-399,530086
0,-399,529687
0,-399,529288
0,-399,528889
0,-399,528490
0,-399,528091
0,-399,527692
0,-399,527293
0,-399,526894
0,-399,526495
0,-399,526096
0,-399,525697
0,-399,525298
0,-399,524899
0,-399,524500
0,-399,524101
0,-399,523702
0,-399,523303
0,-399,522904
1,5864,528768
0,-399,528369
0,-399,527970
0,-399,527571
0,-399,527172
0,-399,526773
0,-399,526374
0,-399,525975
1,5864,531839
0,-399,531440
0,-399,531041
0,-399,530642
0,-399,530243
0,-399,529844
0,-399,529445
0,-399,529046
0,-399,528647
0,-399,528248
0,-399,527849
0,-399,527450
0,-399,527051
0,-399,526652
1,5864,532516
0,-399,532117
0,-399,531718
1,5864,537582
0,-399,537183
0,-399,536784
0,-399,536385
0,-399,535986
0,-399,535587
0,-399,535188
0,-399,534789
0,-399,534390
1,5864,540254
0,-399,539855
0,-399,539456
0,-399,539057
0,-399,538658
0,-399,538259
0,-399,537860
1,5864,543724
0,-399,543325
0,-399,542926
0,-399,542527
0,-399,542128
0,-399,541729
0,-399,541330
0,-399,540931
0,-399,540532
0,-399,540133
0,-399,539734
1,5864,545598
0,-399,545199
0,-399,544800
0,-399,544401
0,-399,544002
0,-399,543603
0,-399,543204
0,-399,542805
0,-399,542406
0,-399,542007
0,-399,541608
0,-399,541209
1,5864,547073
0,-399,546674
0,-399,546275
1,5864,552139
0,-399,551740
0,-399,551341
0,-399,550942
0,-399,550543
0,-399,550144
0,-399,549745
0,-399,549346
1,5864,555210
0,-399,554811
0,-399,554412
0,-399,554013
0,-399,553614
0,-399,553215
0,-399,552816
0,-399,552417
0,-399,552018
1,5864,557882
1,5864,563746
0,-399,563347
0,-399,562948
0,-399,562549
0,-399,562150
0,-399,561751
0,-399,561352
1,5864,567216
0,-399,566817
0,-399,566418
0,-399,566019
0,-399,565620
0,-399,565221
1,5864,571085
0,-399,570686
0,-399,570287
0,-399,569888
0,-399,569489
0,-399,569090
0,-399,568691
0,-399,568292
0,-399,567893
0,-399,567494
0,-399,567095
0,-399,566696
0,-399,566297
0,-399,565898
0,-399,565499
0,-399,565100
0,-399,564701
1,5864,570565
0,-399,570166
0,-399,569767
0,-399,569368
0,-399,568969
0,-399,568570
0,-399,568171
0,-399,567772
1,5864,573636
0,-399,573237
0,-399,572838
0,-399,572439
0,-399,572040
0,-399,571641
0,-399,571242
0,-399,570843
0,-399,570444
0,-399,570045
0,-399,569646
0,-399,569247
1,5864,575111
0,-399,574712
0,-399,574313
0,-399,573914
0,-399,573515
0,-399,573116
0,-399,572717
0,-399,572318
0,-399,571919
0,-399,571520
1,5864,577384
0,-399,576985
0,-399,576586
0,-399,576187
1,5864,582051
0,-399,581652
1,5864,587516
0,-399,587117
0,-399,586718
0,-399,586319
0,-399,585920
1,5864,591784
1,5864,597648
0,-399,597249
0,-399,596850
0,-399,596451
0,-399,596052
0,-399,595653
0,-399,595254
0,-399,594855
0,-399,594456
0,-399,594057
0,-399,593658
0,-399,593259
0,-399,592860
0,-399,592461
0,-399,592062
0,-399,591663
0,-399,591264
0,-399,590865
0,-399,590466
0,-399,590067
0,-399,589668
0,-399,589269
1,5864,595133
0,-399,594734
0,-399,594335
0,-399,593936
0,-399,593537
0,-399,593138
0,-399,592739
1,5864,598603
1,5864,604467
0,-399,604068
0,-399,603669
0,-399,603270
0,-399,602871
0,-399,602472
0,-399,602073
0,-399,601674
0,-399,601275
0,-399,600876
1,5864,606740
0,-399,606341
0,-399,605942
0,-399,605543
0,-399,605144
1,5864,611008
0,-399,610609
1,5864,616473
0,-399,616074
1,5864,621938
0,-399,621539
0,-399,621140
0,-399,620741
0,-399,620342
0,-399,619943
1,5864,625807
0,-399,625408
0,-399,625009
0,-399,624610
0,-399,624211
0,-399,623812
1,5864,629676
0,-399,629277
0,-399,628878
0,-399,628479
0,-399,628080
0,-399,627681
1,5864,633545
0,-399,633146
0,-399,632747
0,-399,632348
0,-399,631949
0,-399,631550
0,-399,631151
0,-399,630752
0,-399,630353
0,-399,629954
0,-399,629555
1,5864,635419
0,-399,635020
0,-399,634621
0,-399,634222
0,-399,633823
0,-399,633424
1,5864,639288
0,-399,638889
0,-399,638490
0,-399,638091
0,-399,637692
0,-399,637293
0,-399,636894
0,-399,636495
0,-399,636096
0,-399,635697
0,-399,635298
0,-399,634899
0,-399,634500
0,-399,634101
1,5864,639965
0,-399,639566
0,-399,639167
0,-399,638768
0,-399,638369
0,-399,637970
0,-399,637571
0,-399,637172
0,-399,636773
0,-399,636374
0,-399,635975
0,-399,635576
1,5864,641440
0,-399,641041
0,-399,640642
0,-399,640243
0,-399,639844
0,-399,639445
0,-399,639046
1,5864,644910
1,5864,650774
1,5864,656638
0,-399,656239
0,-399,655840
0,-399,655441
0,-399,655042
0,-399,654643
0,-399,654244
0,-399,653845
0,-399,653446
0,-399,653047
0,-399,652648
0,-399,652249
0,-399,651850
1,5864,657714
0,-399,657315
0,-399,656916
1,5864,662780
0,-399,662381
0,-399,661982
0,-399,661583
0,-399,661184
0,-399,660785
0,-399,660386
0,-399,659987
0,-399,659588
0,-399,659189
0,-399,658790
0,-399,658391
0,-399,657992
0,-399,657593
0,-399,657194
0,-399,656795
0,-399,656396
0,-399,655997
0,-399,655598
0,-399,655199
0,-399,654800
0,-399,654401
0,-399,654002
0,-399,653603
0,-399,653204
0,-399,652805
0,-399,652406
0,-399,652007
1,5864,657871
0,-399,657472
0,-399,657073
0,-399,656674
0,-399,656275
0,-399,655876
0,-399,655477
0,-399,655078
1,5864,660942
0,-399,660543
0,-399,660144
0,-399,659745
0,-399,659346
0,-399,658947
0,-399,658548
0,-399,658149
0,-399,657750
0,-399,657351
0,-399,656952
1,5864,662816
